,SCM,Name,Version
2708,3315-344,MDS_3315-344_1000_v1.laz,v1
2709,3315-351,MDS_3315-351_1000_v1.laz,v1
2710,3315-352,MDS_3315-352_1000_v1.laz,v1
2711,3315-353,MDS_3315-353_1000_v1.laz,v1
2712,3315-354,MDS_3315-354_1000_v1.laz,v1
2713,3315-361,MDS_3315-361_1000_v1.laz,v1
3084,3315-362,MDS_3315-362_1000_v1.laz,v1
2714,3315-363,MDS_3315-363_1000_v1.laz,v1
3085,3315-364,MDS_3315-364_1000_v1.laz,v1
3086,3315-411,MDS_3315-411_1000_v1.laz,v1
3087,3315-412,MDS_3315-412_1000_v1.laz,v1
3088,3315-413,MDS_3315-413_1000_v1.laz,v1
3089,3315-414,MDS_3315-414_1000_v1.laz,v1
3090,3315-421,MDS_3315-421_1000_v1.laz,v1
3091,3315-422,MDS_3315-422_1000_v1.laz,v1
3092,3315-423,MDS_3315-423_1000_v1.laz,v1
3093,3315-424,MDS_3315-424_1000_v1.laz,v1
3094,3315-431,MDS_3315-431_1000_v1.laz,v1
3095,3315-432,MDS_3315-432_1000_v1.laz,v1
3096,3315-433,MDS_3315-433_1000_v1.laz,v1
3097,3315-434,MDS_3315-434_1000_v1.laz,v1
3098,3315-441,MDS_3315-441_1000_v1.laz,v1
3099,3315-442,MDS_3315-442_1000_v1.laz,v1
3100,3315-443,MDS_3315-443_1000_v1.laz,v1
3101,3315-444,MDS_3315-444_1000_v1.laz,v1
3102,3315-451,MDS_3315-451_1000_v1.laz,v1
3103,3315-452,MDS_3315-452_1000_v1.laz,v1
3104,3315-453,MDS_3315-453_1000_v1.laz,v1
3105,3315-454,MDS_3315-454_1000_v1.laz,v1
3106,3315-461,MDS_3315-461_1000_v1.laz,v1
3107,3315-462,MDS_3315-462_1000_v1.laz,v1
3108,3315-463,MDS_3315-463_1000_v1.laz,v1
3109,3315-464,MDS_3315-464_1000_v1.laz,v1
4342,3316-111,MDS_3316-111_1000_v2.laz,v2
4343,3316-112,MDS_3316-112_1000_v2.laz,v2
4344,3316-113,MDS_3316-113_1000_v2.laz,v2
4345,3316-114,MDS_3316-114_1000_v2.laz,v2
4346,3316-121,MDS_3316-121_1000_v2.laz,v2
4347,3316-122,MDS_3316-122_1000_v2.laz,v2
4348,3316-123,MDS_3316-123_1000_v2.laz,v2
4349,3316-124,MDS_3316-124_1000_v2.laz,v2
4350,3316-131,MDS_3316-131_1000_v2.laz,v2
4351,3316-132,MDS_3316-132_1000_v2.laz,v2
4352,3316-133,MDS_3316-133_1000_v2.laz,v2
4353,3316-134,MDS_3316-134_1000_v2.laz,v2
3110,3316-141,MDS_3316-141_1000_v1.laz,v1
3111,3316-142,MDS_3316-142_1000_v1.laz,v1
3112,3316-143,MDS_3316-143_1000_v1.laz,v1
3113,3316-144,MDS_3316-144_1000_v1.laz,v1
3114,3316-151,MDS_3316-151_1000_v1.laz,v1
3115,3316-152,MDS_3316-152_1000_v1.laz,v1
3116,3316-153,MDS_3316-153_1000_v1.laz,v1
3117,3316-154,MDS_3316-154_1000_v1.laz,v1
3118,3316-161,MDS_3316-161_1000_v1.laz,v1
3119,3316-162,MDS_3316-162_1000_v1.laz,v1
3120,3316-163,MDS_3316-163_1000_v1.laz,v1
3121,3316-164,MDS_3316-164_1000_v1.laz,v1
4354,3316-211,MDS_3316-211_1000_v2.laz,v2
5536,3316-212,MDS_3316-212_1000_v4.laz,v4
4355,3316-213,MDS_3316-213_1000_v2.laz,v2
5537,3316-214,MDS_3316-214_1000_v4.laz,v4
5538,3316-221,MDS_3316-221_1000_v4.laz,v4
5539,3316-222,MDS_3316-222_1000_v4.laz,v4
5540,3316-223,MDS_3316-223_1000_v4.laz,v4
5541,3316-224,MDS_3316-224_1000_v4.laz,v4
5542,3316-231,MDS_3316-231_1000_v4.laz,v4
5543,3316-232,MDS_3316-232_1000_v4.laz,v4
5544,3316-233,MDS_3316-233_1000_v4.laz,v4
5545,3316-234,MDS_3316-234_1000_v4.laz,v4
3122,3316-241,MDS_3316-241_1000_v1.laz,v1
5546,3316-242,MDS_3316-242_1000_v4.laz,v4
3123,3316-243,MDS_3316-243_1000_v1.laz,v1
5547,3316-244,MDS_3316-244_1000_v4.laz,v4
5548,3316-251,MDS_3316-251_1000_v4.laz,v4
5549,3316-252,MDS_3316-252_1000_v4.laz,v4
5550,3316-253,MDS_3316-253_1000_v4.laz,v4
5551,3316-254,MDS_3316-254_1000_v4.laz,v4
5552,3316-261,MDS_3316-261_1000_v4.laz,v4
5553,3316-262,MDS_3316-262_1000_v4.laz,v4
5554,3316-263,MDS_3316-263_1000_v4.laz,v4
5555,3316-264,MDS_3316-264_1000_v4.laz,v4
3124,3316-311,MDS_3316-311_1000_v1.laz,v1
3125,3316-312,MDS_3316-312_1000_v1.laz,v1
3126,3316-313,MDS_3316-313_1000_v1.laz,v1
3127,3316-314,MDS_3316-314_1000_v1.laz,v1
3128,3316-321,MDS_3316-321_1000_v1.laz,v1
3129,3316-322,MDS_3316-322_1000_v1.laz,v1
3130,3316-323,MDS_3316-323_1000_v1.laz,v1
3131,3316-324,MDS_3316-324_1000_v1.laz,v1
3132,3316-331,MDS_3316-331_1000_v1.laz,v1
3133,3316-332,MDS_3316-332_1000_v1.laz,v1
3134,3316-333,MDS_3316-333_1000_v1.laz,v1
3135,3316-334,MDS_3316-334_1000_v1.laz,v1
3136,3316-341,MDS_3316-341_1000_v1.laz,v1
3137,3316-342,MDS_3316-342_1000_v1.laz,v1
3138,3316-343,MDS_3316-343_1000_v1.laz,v1
3139,3316-344,MDS_3316-344_1000_v1.laz,v1
3140,3316-351,MDS_3316-351_1000_v1.laz,v1
3141,3316-352,MDS_3316-352_1000_v1.laz,v1
3142,3316-353,MDS_3316-353_1000_v1.laz,v1
3143,3316-354,MDS_3316-354_1000_v1.laz,v1
3144,3316-361,MDS_3316-361_1000_v1.laz,v1
3145,3316-362,MDS_3316-362_1000_v1.laz,v1
3146,3316-363,MDS_3316-363_1000_v1.laz,v1
3147,3316-364,MDS_3316-364_1000_v1.laz,v1
3148,3316-411,MDS_3316-411_1000_v1.laz,v1
5556,3316-412,MDS_3316-412_1000_v4.laz,v4
3149,3316-413,MDS_3316-413_1000_v1.laz,v1
5557,3316-414,MDS_3316-414_1000_v4.laz,v4
5558,3316-421,MDS_3316-421_1000_v4.laz,v4
5559,3316-422,MDS_3316-422_1000_v4.laz,v4
5560,3316-423,MDS_3316-423_1000_v4.laz,v4
5561,3316-424,MDS_3316-424_1000_v4.laz,v4
5562,3316-431,MDS_3316-431_1000_v4.laz,v4
5563,3316-432,MDS_3316-432_1000_v4.laz,v4
5564,3316-433,MDS_3316-433_1000_v4.laz,v4
5565,3316-434,MDS_3316-434_1000_v4.laz,v4
2454,3316-441,MDS_3316-441_1000_v1.laz,v1
2455,3316-442,MDS_3316-442_1000_v1.laz,v1
2456,3316-443,MDS_3316-443_1000_v1.laz,v1
2457,3316-444,MDS_3316-444_1000_v1.laz,v1
2458,3316-451,MDS_3316-451_1000_v1.laz,v1
2459,3316-452,MDS_3316-452_1000_v1.laz,v1
2460,3316-453,MDS_3316-453_1000_v1.laz,v1
2461,3316-454,MDS_3316-454_1000_v1.laz,v1
2462,3316-461,MDS_3316-461_1000_v1.laz,v1
2463,3316-462,MDS_3316-462_1000_v1.laz,v1
2464,3316-463,MDS_3316-463_1000_v1.laz,v1
2465,3316-464,MDS_3316-464_1000_v1.laz,v1
2389,3321-111,MDS_3321-111_1000_v2.laz,v2
500,3321-112,MDS_3321-112_1000_v2.laz,v2
2390,3321-113,MDS_3321-113_1000_v2.laz,v2
501,3321-114,MDS_3321-114_1000_v2.laz,v2
502,3321-121,MDS_3321-121_1000_v2.laz,v2
503,3321-122,MDS_3321-122_1000_v2.laz,v2
504,3321-123,MDS_3321-123_1000_v2.laz,v2
505,3321-124,MDS_3321-124_1000_v2.laz,v2
506,3321-131,MDS_3321-131_1000_v2.laz,v2
507,3321-132,MDS_3321-132_1000_v2.laz,v2
508,3321-133,MDS_3321-133_1000_v2.laz,v2
509,3321-134,MDS_3321-134_1000_v2.laz,v2
2391,3321-141,MDS_3321-141_1000_v2.laz,v2
510,3321-142,MDS_3321-142_1000_v2.laz,v2
2392,3321-143,MDS_3321-143_1000_v2.laz,v2
511,3321-144,MDS_3321-144_1000_v2.laz,v2
512,3321-151,MDS_3321-151_1000_v2.laz,v2
513,3321-152,MDS_3321-152_1000_v2.laz,v2
514,3321-153,MDS_3321-153_1000_v2.laz,v2
515,3321-154,MDS_3321-154_1000_v2.laz,v2
516,3321-161,MDS_3321-161_1000_v2.laz,v2
517,3321-162,MDS_3321-162_1000_v2.laz,v2
518,3321-163,MDS_3321-163_1000_v2.laz,v2
519,3321-164,MDS_3321-164_1000_v2.laz,v2
5036,3321-211,MDS_3321-211_1000_v2.laz,v2
5037,3321-212,MDS_3321-212_1000_v2.laz,v2
5038,3321-213,MDS_3321-213_1000_v2.laz,v2
5039,3321-214,MDS_3321-214_1000_v2.laz,v2
5040,3321-221,MDS_3321-221_1000_v2.laz,v2
5041,3321-222,MDS_3321-222_1000_v2.laz,v2
5042,3321-223,MDS_3321-223_1000_v2.laz,v2
5043,3321-224,MDS_3321-224_1000_v2.laz,v2
5044,3321-231,MDS_3321-231_1000_v2.laz,v2
5045,3321-232,MDS_3321-232_1000_v2.laz,v2
5046,3321-233,MDS_3321-233_1000_v2.laz,v2
5047,3321-234,MDS_3321-234_1000_v2.laz,v2
5048,3321-241,MDS_3321-241_1000_v2.laz,v2
5049,3321-242,MDS_3321-242_1000_v2.laz,v2
5050,3321-243,MDS_3321-243_1000_v2.laz,v2
5051,3321-244,MDS_3321-244_1000_v2.laz,v2
5052,3321-251,MDS_3321-251_1000_v2.laz,v2
5053,3321-252,MDS_3321-252_1000_v2.laz,v2
5054,3321-253,MDS_3321-253_1000_v2.laz,v2
5055,3321-254,MDS_3321-254_1000_v2.laz,v2
5056,3321-261,MDS_3321-261_1000_v2.laz,v2
5057,3321-262,MDS_3321-262_1000_v2.laz,v2
5058,3321-263,MDS_3321-263_1000_v2.laz,v2
5059,3321-264,MDS_3321-264_1000_v2.laz,v2
2393,3321-311,MDS_3321-311_1000_v2.laz,v2
520,3321-312,MDS_3321-312_1000_v2.laz,v2
2394,3321-313,MDS_3321-313_1000_v2.laz,v2
521,3321-314,MDS_3321-314_1000_v2.laz,v2
522,3321-321,MDS_3321-321_1000_v2.laz,v2
523,3321-322,MDS_3321-322_1000_v2.laz,v2
524,3321-323,MDS_3321-323_1000_v2.laz,v2
525,3321-324,MDS_3321-324_1000_v2.laz,v2
526,3321-331,MDS_3321-331_1000_v2.laz,v2
527,3321-332,MDS_3321-332_1000_v2.laz,v2
528,3321-333,MDS_3321-333_1000_v2.laz,v2
529,3321-334,MDS_3321-334_1000_v2.laz,v2
2395,3321-341,MDS_3321-341_1000_v2.laz,v2
530,3321-342,MDS_3321-342_1000_v2.laz,v2
2396,3321-343,MDS_3321-343_1000_v2.laz,v2
531,3321-344,MDS_3321-344_1000_v2.laz,v2
532,3321-351,MDS_3321-351_1000_v2.laz,v2
533,3321-352,MDS_3321-352_1000_v2.laz,v2
534,3321-353,MDS_3321-353_1000_v2.laz,v2
535,3321-354,MDS_3321-354_1000_v2.laz,v2
536,3321-361,MDS_3321-361_1000_v2.laz,v2
537,3321-362,MDS_3321-362_1000_v2.laz,v2
538,3321-363,MDS_3321-363_1000_v2.laz,v2
539,3321-364,MDS_3321-364_1000_v2.laz,v2
5060,3321-411,MDS_3321-411_1000_v2.laz,v2
5061,3321-412,MDS_3321-412_1000_v2.laz,v2
5062,3321-413,MDS_3321-413_1000_v2.laz,v2
5063,3321-414,MDS_3321-414_1000_v2.laz,v2
5064,3321-421,MDS_3321-421_1000_v2.laz,v2
5065,3321-422,MDS_3321-422_1000_v2.laz,v2
5066,3321-423,MDS_3321-423_1000_v2.laz,v2
5067,3321-424,MDS_3321-424_1000_v2.laz,v2
5068,3321-431,MDS_3321-431_1000_v2.laz,v2
5069,3321-432,MDS_3321-432_1000_v2.laz,v2
5070,3321-433,MDS_3321-433_1000_v2.laz,v2
5071,3321-434,MDS_3321-434_1000_v2.laz,v2
5072,3321-441,MDS_3321-441_1000_v2.laz,v2
5073,3321-442,MDS_3321-442_1000_v2.laz,v2
5074,3321-443,MDS_3321-443_1000_v2.laz,v2
5075,3321-444,MDS_3321-444_1000_v2.laz,v2
5076,3321-451,MDS_3321-451_1000_v2.laz,v2
5077,3321-452,MDS_3321-452_1000_v2.laz,v2
5078,3321-453,MDS_3321-453_1000_v2.laz,v2
5079,3321-454,MDS_3321-454_1000_v2.laz,v2
5080,3321-461,MDS_3321-461_1000_v2.laz,v2
5081,3321-462,MDS_3321-462_1000_v2.laz,v2
5082,3321-463,MDS_3321-463_1000_v2.laz,v2
5083,3321-464,MDS_3321-464_1000_v2.laz,v2
5084,3322-111,MDS_3322-111_1000_v2.laz,v2
5085,3322-112,MDS_3322-112_1000_v2.laz,v2
5086,3322-113,MDS_3322-113_1000_v2.laz,v2
5087,3322-114,MDS_3322-114_1000_v2.laz,v2
5088,3322-121,MDS_3322-121_1000_v2.laz,v2
5089,3322-122,MDS_3322-122_1000_v2.laz,v2
5090,3322-123,MDS_3322-123_1000_v2.laz,v2
5091,3322-124,MDS_3322-124_1000_v2.laz,v2
5092,3322-131,MDS_3322-131_1000_v2.laz,v2
5093,3322-132,MDS_3322-132_1000_v2.laz,v2
5094,3322-133,MDS_3322-133_1000_v2.laz,v2
5095,3322-134,MDS_3322-134_1000_v2.laz,v2
5096,3322-141,MDS_3322-141_1000_v2.laz,v2
5097,3322-142,MDS_3322-142_1000_v2.laz,v2
5098,3322-143,MDS_3322-143_1000_v2.laz,v2
5099,3322-144,MDS_3322-144_1000_v2.laz,v2
5100,3322-151,MDS_3322-151_1000_v2.laz,v2
5101,3322-152,MDS_3322-152_1000_v2.laz,v2
5102,3322-153,MDS_3322-153_1000_v2.laz,v2
5103,3322-154,MDS_3322-154_1000_v2.laz,v2
5104,3322-161,MDS_3322-161_1000_v2.laz,v2
5105,3322-162,MDS_3322-162_1000_v2.laz,v2
5106,3322-163,MDS_3322-163_1000_v2.laz,v2
5107,3322-164,MDS_3322-164_1000_v2.laz,v2
5108,3322-211,MDS_3322-211_1000_v2.laz,v2
5109,3322-212,MDS_3322-212_1000_v2.laz,v2
5110,3322-213,MDS_3322-213_1000_v2.laz,v2
5111,3322-214,MDS_3322-214_1000_v2.laz,v2
5325,3322-221,MDS_3322-221_1000_v2.laz,v2
5326,3322-222,MDS_3322-222_1000_v2.laz,v2
5327,3322-223,MDS_3322-223_1000_v2.laz,v2
5328,3322-224,MDS_3322-224_1000_v2.laz,v2
5329,3322-231,MDS_3322-231_1000_v2.laz,v2
5330,3322-232,MDS_3322-232_1000_v2.laz,v2
5331,3322-233,MDS_3322-233_1000_v2.laz,v2
5332,3322-234,MDS_3322-234_1000_v2.laz,v2
5112,3322-241,MDS_3322-241_1000_v2.laz,v2
5113,3322-242,MDS_3322-242_1000_v2.laz,v2
5114,3322-243,MDS_3322-243_1000_v2.laz,v2
5115,3322-244,MDS_3322-244_1000_v2.laz,v2
5333,3322-251,MDS_3322-251_1000_v2.laz,v2
5334,3322-252,MDS_3322-252_1000_v2.laz,v2
5335,3322-253,MDS_3322-253_1000_v2.laz,v2
5336,3322-254,MDS_3322-254_1000_v2.laz,v2
5337,3322-261,MDS_3322-261_1000_v2.laz,v2
5338,3322-262,MDS_3322-262_1000_v2.laz,v2
5339,3322-263,MDS_3322-263_1000_v2.laz,v2
5340,3322-264,MDS_3322-264_1000_v2.laz,v2
5116,3322-311,MDS_3322-311_1000_v2.laz,v2
5117,3322-312,MDS_3322-312_1000_v2.laz,v2
5118,3322-313,MDS_3322-313_1000_v2.laz,v2
5119,3322-314,MDS_3322-314_1000_v2.laz,v2
5120,3322-321,MDS_3322-321_1000_v2.laz,v2
5121,3322-322,MDS_3322-322_1000_v2.laz,v2
5122,3322-323,MDS_3322-323_1000_v2.laz,v2
5123,3322-324,MDS_3322-324_1000_v2.laz,v2
5124,3322-331,MDS_3322-331_1000_v2.laz,v2
5125,3322-332,MDS_3322-332_1000_v2.laz,v2
5126,3322-333,MDS_3322-333_1000_v2.laz,v2
5127,3322-334,MDS_3322-334_1000_v2.laz,v2
5128,3322-341,MDS_3322-341_1000_v2.laz,v2
5129,3322-342,MDS_3322-342_1000_v2.laz,v2
5130,3322-343,MDS_3322-343_1000_v2.laz,v2
5131,3322-344,MDS_3322-344_1000_v2.laz,v2
5132,3322-351,MDS_3322-351_1000_v2.laz,v2
5133,3322-352,MDS_3322-352_1000_v2.laz,v2
5134,3322-353,MDS_3322-353_1000_v2.laz,v2
5135,3322-354,MDS_3322-354_1000_v2.laz,v2
5136,3322-361,MDS_3322-361_1000_v2.laz,v2
5137,3322-362,MDS_3322-362_1000_v2.laz,v2
5138,3322-363,MDS_3322-363_1000_v2.laz,v2
5139,3322-364,MDS_3322-364_1000_v2.laz,v2
5140,3322-411,MDS_3322-411_1000_v2.laz,v2
5141,3322-412,MDS_3322-412_1000_v2.laz,v2
5142,3322-413,MDS_3322-413_1000_v2.laz,v2
5143,3322-414,MDS_3322-414_1000_v2.laz,v2
5341,3322-421,MDS_3322-421_1000_v2.laz,v2
5342,3322-422,MDS_3322-422_1000_v2.laz,v2
5343,3322-423,MDS_3322-423_1000_v2.laz,v2
5344,3322-424,MDS_3322-424_1000_v2.laz,v2
5345,3322-431,MDS_3322-431_1000_v2.laz,v2
5346,3322-432,MDS_3322-432_1000_v2.laz,v2
5347,3322-433,MDS_3322-433_1000_v2.laz,v2
5348,3322-434,MDS_3322-434_1000_v2.laz,v2
5144,3322-441,MDS_3322-441_1000_v2.laz,v2
5145,3322-442,MDS_3322-442_1000_v2.laz,v2
5146,3322-443,MDS_3322-443_1000_v2.laz,v2
5147,3322-444,MDS_3322-444_1000_v2.laz,v2
5349,3322-451,MDS_3322-451_1000_v2.laz,v2
5350,3322-452,MDS_3322-452_1000_v2.laz,v2
5351,3322-453,MDS_3322-453_1000_v2.laz,v2
5352,3322-454,MDS_3322-454_1000_v2.laz,v2
5353,3322-461,MDS_3322-461_1000_v2.laz,v2
5354,3322-462,MDS_3322-462_1000_v2.laz,v2
5355,3322-463,MDS_3322-463_1000_v2.laz,v2
5356,3322-464,MDS_3322-464_1000_v2.laz,v2
2397,3323-111,MDS_3323-111_1000_v2.laz,v2
540,3323-112,MDS_3323-112_1000_v2.laz,v2
2398,3323-113,MDS_3323-113_1000_v2.laz,v2
541,3323-114,MDS_3323-114_1000_v2.laz,v2
542,3323-121,MDS_3323-121_1000_v2.laz,v2
543,3323-122,MDS_3323-122_1000_v2.laz,v2
544,3323-123,MDS_3323-123_1000_v2.laz,v2
545,3323-124,MDS_3323-124_1000_v2.laz,v2
546,3323-131,MDS_3323-131_1000_v2.laz,v2
547,3323-132,MDS_3323-132_1000_v2.laz,v2
548,3323-133,MDS_3323-133_1000_v2.laz,v2
549,3323-134,MDS_3323-134_1000_v2.laz,v2
2399,3323-141,MDS_3323-141_1000_v2.laz,v2
550,3323-142,MDS_3323-142_1000_v2.laz,v2
2400,3323-143,MDS_3323-143_1000_v2.laz,v2
551,3323-144,MDS_3323-144_1000_v2.laz,v2
552,3323-151,MDS_3323-151_1000_v2.laz,v2
553,3323-152,MDS_3323-152_1000_v2.laz,v2
554,3323-153,MDS_3323-153_1000_v2.laz,v2
555,3323-154,MDS_3323-154_1000_v2.laz,v2
556,3323-161,MDS_3323-161_1000_v2.laz,v2
557,3323-162,MDS_3323-162_1000_v2.laz,v2
558,3323-163,MDS_3323-163_1000_v2.laz,v2
559,3323-164,MDS_3323-164_1000_v2.laz,v2
4896,3323-211,MDS_3323-211_1000_v2.laz,v2
4897,3323-212,MDS_3323-212_1000_v2.laz,v2
4898,3323-213,MDS_3323-213_1000_v2.laz,v2
4899,3323-214,MDS_3323-214_1000_v2.laz,v2
4900,3323-221,MDS_3323-221_1000_v2.laz,v2
4901,3323-222,MDS_3323-222_1000_v2.laz,v2
4902,3323-223,MDS_3323-223_1000_v2.laz,v2
4903,3323-224,MDS_3323-224_1000_v2.laz,v2
4904,3323-231,MDS_3323-231_1000_v2.laz,v2
4905,3323-232,MDS_3323-232_1000_v2.laz,v2
4906,3323-233,MDS_3323-233_1000_v2.laz,v2
4907,3323-234,MDS_3323-234_1000_v2.laz,v2
4908,3323-241,MDS_3323-241_1000_v2.laz,v2
4909,3323-242,MDS_3323-242_1000_v2.laz,v2
4910,3323-243,MDS_3323-243_1000_v2.laz,v2
4911,3323-244,MDS_3323-244_1000_v2.laz,v2
4912,3323-251,MDS_3323-251_1000_v2.laz,v2
4913,3323-252,MDS_3323-252_1000_v2.laz,v2
4914,3323-253,MDS_3323-253_1000_v2.laz,v2
4915,3323-254,MDS_3323-254_1000_v2.laz,v2
4916,3323-261,MDS_3323-261_1000_v2.laz,v2
4917,3323-262,MDS_3323-262_1000_v2.laz,v2
4918,3323-263,MDS_3323-263_1000_v2.laz,v2
4919,3323-264,MDS_3323-264_1000_v2.laz,v2
2401,3323-311,MDS_3323-311_1000_v2.laz,v2
560,3323-312,MDS_3323-312_1000_v2.laz,v2
5566,3323-313,MDS_3323-313_1000_v4.laz,v4
561,3323-314,MDS_3323-314_1000_v2.laz,v2
562,3323-321,MDS_3323-321_1000_v2.laz,v2
563,3323-322,MDS_3323-322_1000_v2.laz,v2
564,3323-323,MDS_3323-323_1000_v2.laz,v2
565,3323-324,MDS_3323-324_1000_v2.laz,v2
566,3323-331,MDS_3323-331_1000_v2.laz,v2
567,3323-332,MDS_3323-332_1000_v2.laz,v2
568,3323-333,MDS_3323-333_1000_v2.laz,v2
569,3323-334,MDS_3323-334_1000_v2.laz,v2
5567,3323-341,MDS_3323-341_1000_v4.laz,v4
570,3323-342,MDS_3323-342_1000_v2.laz,v2
5568,3323-343,MDS_3323-343_1000_v4.laz,v4
571,3323-344,MDS_3323-344_1000_v2.laz,v2
572,3323-351,MDS_3323-351_1000_v2.laz,v2
573,3323-352,MDS_3323-352_1000_v2.laz,v2
574,3323-353,MDS_3323-353_1000_v2.laz,v2
575,3323-354,MDS_3323-354_1000_v2.laz,v2
576,3323-361,MDS_3323-361_1000_v2.laz,v2
577,3323-362,MDS_3323-362_1000_v2.laz,v2
578,3323-363,MDS_3323-363_1000_v2.laz,v2
579,3323-364,MDS_3323-364_1000_v2.laz,v2
4920,3323-411,MDS_3323-411_1000_v2.laz,v2
4921,3323-412,MDS_3323-412_1000_v2.laz,v2
4922,3323-413,MDS_3323-413_1000_v2.laz,v2
4923,3323-414,MDS_3323-414_1000_v2.laz,v2
4924,3323-421,MDS_3323-421_1000_v2.laz,v2
4925,3323-422,MDS_3323-422_1000_v2.laz,v2
4926,3323-423,MDS_3323-423_1000_v2.laz,v2
4927,3323-424,MDS_3323-424_1000_v2.laz,v2
4928,3323-431,MDS_3323-431_1000_v2.laz,v2
4929,3323-432,MDS_3323-432_1000_v2.laz,v2
4930,3323-433,MDS_3323-433_1000_v2.laz,v2
4931,3323-434,MDS_3323-434_1000_v2.laz,v2
4932,3323-441,MDS_3323-441_1000_v2.laz,v2
4933,3323-442,MDS_3323-442_1000_v2.laz,v2
4934,3323-443,MDS_3323-443_1000_v2.laz,v2
4935,3323-444,MDS_3323-444_1000_v2.laz,v2
4936,3323-451,MDS_3323-451_1000_v2.laz,v2
4937,3323-452,MDS_3323-452_1000_v2.laz,v2
4938,3323-453,MDS_3323-453_1000_v2.laz,v2
4939,3323-454,MDS_3323-454_1000_v2.laz,v2
4940,3323-461,MDS_3323-461_1000_v2.laz,v2
4941,3323-462,MDS_3323-462_1000_v2.laz,v2
4942,3323-463,MDS_3323-463_1000_v2.laz,v2
4943,3323-464,MDS_3323-464_1000_v2.laz,v2
4944,3324-111,MDS_3324-111_1000_v2.laz,v2
4945,3324-112,MDS_3324-112_1000_v2.laz,v2
4946,3324-113,MDS_3324-113_1000_v2.laz,v2
4947,3324-114,MDS_3324-114_1000_v2.laz,v2
4948,3324-121,MDS_3324-121_1000_v2.laz,v2
4949,3324-122,MDS_3324-122_1000_v2.laz,v2
4950,3324-123,MDS_3324-123_1000_v2.laz,v2
4951,3324-124,MDS_3324-124_1000_v2.laz,v2
4952,3324-131,MDS_3324-131_1000_v2.laz,v2
4953,3324-132,MDS_3324-132_1000_v2.laz,v2
4954,3324-133,MDS_3324-133_1000_v2.laz,v2
4955,3324-134,MDS_3324-134_1000_v2.laz,v2
4956,3324-141,MDS_3324-141_1000_v2.laz,v2
4957,3324-142,MDS_3324-142_1000_v2.laz,v2
4958,3324-143,MDS_3324-143_1000_v2.laz,v2
4959,3324-144,MDS_3324-144_1000_v2.laz,v2
4960,3324-151,MDS_3324-151_1000_v2.laz,v2
4961,3324-152,MDS_3324-152_1000_v2.laz,v2
4962,3324-153,MDS_3324-153_1000_v2.laz,v2
4963,3324-154,MDS_3324-154_1000_v2.laz,v2
4964,3324-161,MDS_3324-161_1000_v2.laz,v2
4965,3324-162,MDS_3324-162_1000_v2.laz,v2
4966,3324-163,MDS_3324-163_1000_v2.laz,v2
4967,3324-164,MDS_3324-164_1000_v2.laz,v2
4968,3324-211,MDS_3324-211_1000_v2.laz,v2
4969,3324-212,MDS_3324-212_1000_v2.laz,v2
4970,3324-213,MDS_3324-213_1000_v2.laz,v2
4971,3324-214,MDS_3324-214_1000_v2.laz,v2
5357,3324-221,MDS_3324-221_1000_v2.laz,v2
5358,3324-222,MDS_3324-222_1000_v2.laz,v2
3910,3324-223,MDS_3324-223_1000_v1.laz,v1
3911,3324-224,MDS_3324-224_1000_v1.laz,v1
5359,3324-231,MDS_3324-231_1000_v2.laz,v2
5360,3324-232,MDS_3324-232_1000_v2.laz,v2
3912,3324-233,MDS_3324-233_1000_v1.laz,v1
3913,3324-234,MDS_3324-234_1000_v1.laz,v1
4972,3324-241,MDS_3324-241_1000_v2.laz,v2
4973,3324-242,MDS_3324-242_1000_v2.laz,v2
4974,3324-243,MDS_3324-243_1000_v2.laz,v2
4975,3324-244,MDS_3324-244_1000_v2.laz,v2
3914,3324-251,MDS_3324-251_1000_v1.laz,v1
3915,3324-252,MDS_3324-252_1000_v1.laz,v1
3916,3324-253,MDS_3324-253_1000_v1.laz,v1
3917,3324-254,MDS_3324-254_1000_v1.laz,v1
3918,3324-261,MDS_3324-261_1000_v1.laz,v1
3919,3324-262,MDS_3324-262_1000_v1.laz,v1
3920,3324-263,MDS_3324-263_1000_v1.laz,v1
3921,3324-264,MDS_3324-264_1000_v1.laz,v1
4976,3324-311,MDS_3324-311_1000_v2.laz,v2
4977,3324-312,MDS_3324-312_1000_v2.laz,v2
4978,3324-313,MDS_3324-313_1000_v2.laz,v2
4979,3324-314,MDS_3324-314_1000_v2.laz,v2
4980,3324-321,MDS_3324-321_1000_v2.laz,v2
4981,3324-322,MDS_3324-322_1000_v2.laz,v2
4982,3324-323,MDS_3324-323_1000_v2.laz,v2
4983,3324-324,MDS_3324-324_1000_v2.laz,v2
4984,3324-331,MDS_3324-331_1000_v2.laz,v2
4985,3324-332,MDS_3324-332_1000_v2.laz,v2
4986,3324-333,MDS_3324-333_1000_v2.laz,v2
4987,3324-334,MDS_3324-334_1000_v2.laz,v2
4988,3324-341,MDS_3324-341_1000_v2.laz,v2
4989,3324-342,MDS_3324-342_1000_v2.laz,v2
4990,3324-343,MDS_3324-343_1000_v2.laz,v2
4991,3324-344,MDS_3324-344_1000_v2.laz,v2
4992,3324-351,MDS_3324-351_1000_v2.laz,v2
4993,3324-352,MDS_3324-352_1000_v2.laz,v2
4994,3324-353,MDS_3324-353_1000_v2.laz,v2
4995,3324-354,MDS_3324-354_1000_v2.laz,v2
